CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,NumOfProducts,HasCreditCard,IsActiveMember,ContractType,PaymentMethod,SupportCalls,Churn
56,37,Female,6,33.1,2740.23,3,1,1,One Year,Bank Transfer,2,0
57,45,Female,67,107.07,1778.11,3,0,1,Month-to-Month,Credit Card,2,1
58,64,Male,62,22.31,4985.74,4,1,0,Two Year,Mailed Check,3,0
59,24,Female,5,51.58,4544.52,1,1,1,Month-to-Month,Bank Transfer,8,1
60,61,Male,9,38.47,3754.42,3,1,0,Two Year,Bank Transfer,8,1
61,25,Female,28,113.15,857.18,2,1,0,Two Year,Credit Card,7,0
62,64,Male,38,86.95,6395.45,4,0,0,One Year,Mailed Check,2,0
63,52,Female,43,111.2,1481.98,2,1,0,Two Year,Mailed Check,1,1
64,31,Male,21,117.23,1005.04,4,0,1,One Year,Credit Card,2,0
65,34,Female,62,69.71,5022.26,2,1,1,One Year,Electronic Check,4,0
66,53,Female,46,43.43,3249.29,2,0,0,Month-to-Month,Bank Transfer,6,1
67,67,Female,70,39.37,572.49,2,0,0,Month-to-Month,Mailed Check,1,0
68,57,Female,38,42.29,2908.99,3,0,1,Two Year,Mailed Check,5,0
69,21,Female,49,90.86,6197.06,1,1,1,Month-to-Month,Credit Card,1,1
70,19,Female,39,24.04,4960.47,4,0,0,Month-to-Month,Credit Card,0,0
71,23,Female,71,25.14,2966.01,3,0,1,Two Year,Electronic Check,2,0
72,59,Male,30,80.81,1615.26,4,1,0,Month-to-Month,Credit Card,3,1
73,21,Male,21,84.21,5091.19,3,0,1,One Year,Mailed Check,1,1
74,46,Female,1,86.53,7111.69,4,1,0,Month-to-Month,Bank Transfer,2,1
75,35,Female,32,57.19,5205.55,4,0,1,Month-to-Month,Mailed Check,5,1
76,43,Male,8,100.59,6521.94,2,0,1,Month-to-Month,Mailed Check,8,1
77,61,Male,69,73.36,4220.07,4,0,1,One Year,Credit Card,1,0
78,51,Female,30,30.55,5771.97,4,1,0,Two Year,Electronic Check,6,1
79,27,Male,8,99.71,7180.19,2,0,0,One Year,Bank Transfer,0,1
80,53,Male,19,115.31,6208.11,3,0,0,Two Year,Credit Card,3,0
81,31,Female,59,26.0,7287.85,3,1,1,One Year,Bank Transfer,1,0
82,48,Female,55,59.14,3506.0,1,1,0,Month-to-Month,Credit Card,3,0
83,65,Female,30,68.75,7243.34,1,1,1,One Year,Bank Transfer,1,0
84,32,Male,36,34.65,5010.38,1,1,0,Two Year,Mailed Check,2,0
85,25,Female,55,106.77,6973.39,1,1,0,Month-to-Month,Mailed Check,7,1
86,31,Female,44,48.41,411.07,4,1,0,Two Year,Credit Card,3,0
87,40,Male,27,98.3,5297.03,4,1,1,Month-to-Month,Credit Card,5,0
88,57,Female,54,87.1,6799.0,1,0,0,Month-to-Month,Mailed Check,8,1
89,38,Male,48,79.8,1476.2,2,0,1,One Year,Credit Card,7,0
90,33,Male,30,39.21,5328.12,1,0,1,Two Year,Bank Transfer,1,0
91,62,Male,39,42.07,6617.14,3,1,1,One Year,Bank Transfer,1,0
92,35,Male,13,24.73,2374.8,4,0,1,Two Year,Credit Card,2,0
93,64,Male,16,44.07,3301.45,2,1,0,One Year,Bank Transfer,1,0
94,41,Male,44,54.54,4599.19,3,0,1,Month-to-Month,Bank Transfer,2,0
95,43,Female,71,103.31,4201.42,2,0,1,Two Year,Mailed Check,1,0
96,42,Female,27,56.64,409.6,2,1,0,Two Year,Electronic Check,5,0
97,62,Female,45,95.46,879.51,1,0,1,One Year,Bank Transfer,8,1
98,58,Male,35,63.94,893.69,3,1,1,Two Year,Credit Card,7,0
99,46,Female,28,98.49,2171.92,1,0,0,One Year,Electronic Check,5,0
100,32,Male,7,117.63,2042.33,3,1,1,One Year,Bank Transfer,3,1
101,62,Female,62,43.98,5963.56,4,1,0,Two Year,Electronic Check,9,0
102,18,Male,51,106.23,4624.68,3,1,1,One Year,Electronic Check,4,0
103,42,Female,46,82.18,6135.41,4,1,1,Two Year,Electronic Check,3,0
104,24,Male,20,101.73,652.18,4,0,0,Month-to-Month,Mailed Check,4,1
105,26,Female,38,85.16,3933.19,1,1,1,One Year,Electronic Check,1,0
106,41,Male,61,62.39,2657.83,4,0,0,Month-to-Month,Mailed Check,7,0
107,18,Female,32,42.81,6814.52,1,0,1,One Year,Credit Card,0,0
108,61,Male,26,27.0,5691.53,2,0,0,Two Year,Credit Card,8,0
109,25,Female,58,73.55,6967.14,2,1,1,One Year,Electronic Check,0,0
110,41,Female,39,119.03,466.77,2,1,0,One Year,Mailed Check,4,1
111,28,Female,20,93.8,5794.51,3,1,1,Two Year,Bank Transfer,8,0
112,68,Male,50,52.73,4366.07,4,1,1,Month-to-Month,Credit Card,0,0
113,34,Male,52,102.72,6617.5,1,0,0,Two Year,Bank Transfer,0,0
114,25,Male,22,96.9,4106.57,2,1,1,Month-to-Month,Electronic Check,2,0
115,52,Male,53,48.16,4367.65,1,1,1,Month-to-Month,Mailed Check,7,0
116,52,Male,66,21.43,508.96,2,0,1,One Year,Bank Transfer,2,0
117,50,Female,43,31.82,5381.33,4,0,0,One Year,Mailed Check,1,0
118,22,Male,23,107.73,2257.81,2,1,1,Month-to-Month,Credit Card,5,1
119,59,Female,64,103.66,255.58,1,0,1,Two Year,Credit Card,9,0
120,56,Female,9,49.52,624.85,2,1,1,Month-to-Month,Mailed Check,4,1
121,58,Male,7,48.52,7662.56,1,1,0,One Year,Credit Card,8,0
122,45,Female,41,99.29,2834.01,2,0,0,Two Year,Credit Card,2,0
123,24,Male,54,113.77,6957.8,1,1,0,Two Year,Credit Card,3,0
124,26,Male,65,97.91,7681.45,2,0,1,One Year,Bank Transfer,9,1
125,25,Male,2,80.56,7551.81,4,0,1,Two Year,Credit Card,7,1
126,29,Female,4,44.27,7065.63,2,0,1,Two Year,Mailed Check,1,0
127,51,Male,32,72.57,7169.27,3,1,0,Month-to-Month,Credit Card,4,0
128,50,Male,2,43.35,2383.16,1,1,0,Month-to-Month,Mailed Check,8,1
129,65,Male,64,100.8,1296.61,2,1,1,One Year,Mailed Check,8,1
130,40,Female,14,58.7,5150.17,3,0,0,Month-to-Month,Bank Transfer,9,1
131,41,Male,20,103.37,3956.03,1,1,1,Two Year,Mailed Check,8,0
132,54,Female,49,58.16,880.1,2,1,0,One Year,Bank Transfer,0,0
133,52,Female,8,102.41,5452.58,2,0,0,One Year,Mailed Check,0,1
134,61,Male,63,53.33,4546.59,4,0,1,One Year,Mailed Check,0,0
135,57,Female,46,64.01,6918.23,2,0,1,Two Year,Bank Transfer,7,0
136,39,Female,21,81.55,4912.55,1,1,1,Month-to-Month,Bank Transfer,3,1
137,44,Male,32,27.03,4634.17,3,0,0,Two Year,Mailed Check,8,1
138,52,Male,8,114.82,3581.94,2,0,0,Two Year,Mailed Check,5,1
139,18,Male,16,77.36,3756.02,3,0,0,Month-to-Month,Electronic Check,2,1
140,52,Female,40,70.78,7639.61,1,1,0,Month-to-Month,Mailed Check,7,1
141,54,Male,27,103.94,1193.72,1,1,0,Two Year,Bank Transfer,0,0
142,64,Female,18,106.58,3625.13,2,0,0,Month-to-Month,Mailed Check,1,1
143,31,Female,35,72.23,5281.04,4,0,1,Two Year,Electronic Check,7,0
144,20,Female,52,112.73,3520.78,2,1,0,Month-to-Month,Mailed Check,0,0
145,18,Female,15,26.47,2337.4,4,1,0,Two Year,Credit Card,4,0
146,22,Female,63,31.32,2370.12,2,1,0,Month-to-Month,Electronic Check,2,1
147,43,Male,53,79.68,1945.88,3,0,0,One Year,Bank Transfer,1,0
148,31,Male,66,55.41,2816.84,4,1,0,Month-to-Month,Credit Card,3,0
149,56,Female,31,66.42,6986.23,4,0,1,Two Year,Bank Transfer,1,0
150,44,Female,61,52.81,4091.27,3,1,0,Month-to-Month,Mailed Check,4,1
151,26,Male,64,60.47,1997.89,2,1,1,Month-to-Month,Electronic Check,7,0
152,32,Male,34,102.26,3137.76,1,0,1,Two Year,Bank Transfer,3,1
153,32,Female,55,79.35,936.06,1,1,0,Month-to-Month,Mailed Check,6,0
154,43,Female,59,119.73,7241.88,2,0,0,One Year,Bank Transfer,4,0
155,59,Male,3,98.69,3324.76,3,1,1,One Year,Credit Card,8,0
156,30,Male,17,47.37,7845.09,1,0,0,One Year,Mailed Check,1,0
157,68,Female,46,46.43,2845.56,3,1,0,One Year,Electronic Check,1,0
158,49,Male,38,53.59,6707.21,2,0,0,Month-to-Month,Mailed Check,0,1
159,56,Male,35,104.33,2125.44,3,0,0,One Year,Bank Transfer,3,0
160,66,Female,1,22.73,701.61,3,0,0,Month-to-Month,Mailed Check,7,1
161,69,Female,29,43.02,350.69,3,0,1,One Year,Bank Transfer,4,0
162,49,Female,4,110.49,4888.73,1,0,1,One Year,Electronic Check,4,0
163,21,Male,61,83.99,2561.43,3,0,1,Two Year,Bank Transfer,3,1
164,47,Female,17,42.68,3603.81,4,1,1,Month-to-Month,Credit Card,6,1
165,54,Male,28,41.91,6567.31,3,1,1,Month-to-Month,Bank Transfer,9,0
166,40,Female,50,106.26,2060.05,3,0,0,Month-to-Month,Electronic Check,7,1
167,56,Female,8,109.38,2538.35,2,0,0,Two Year,Credit Card,8,0
168,62,Male,34,45.61,6778.16,3,1,0,Month-to-Month,Electronic Check,5,1
169,32,Male,59,62.05,3992.82,3,0,1,Two Year,Mailed Check,8,0
170,60,Female,18,103.46,6638.55,1,1,0,Month-to-Month,Electronic Check,0,1
171,46,Female,59,97.1,3058.36,4,1,0,One Year,Credit Card,2,0
172,53,Male,27,101.39,3247.12,2,0,1,Two Year,Bank Transfer,0,0
173,30,Female,16,71.84,1420.39,4,0,1,Two Year,Mailed Check,4,0
174,49,Male,10,111.15,7339.13,3,0,1,Two Year,Electronic Check,7,1
175,24,Male,22,52.6,7184.59,1,0,0,Month-to-Month,Bank Transfer,5,1
176,68,Female,16,35.67,7875.31,4,1,1,One Year,Electronic Check,9,0
177,39,Male,12,90.87,3279.33,4,1,1,Two Year,Bank Transfer,4,0
178,45,Male,51,73.94,6567.06,4,0,1,Two Year,Electronic Check,0,0
179,19,Male,1,105.46,3378.13,4,0,0,Month-to-Month,Mailed Check,0,1
180,59,Female,27,28.12,3688.96,4,1,1,Month-to-Month,Mailed Check,4,0
181,62,Male,67,104.37,6657.0,1,0,1,One Year,Mailed Check,4,0
182,23,Female,12,49.33,1501.2,3,1,1,Two Year,Bank Transfer,7,0
183,45,Female,30,85.49,1840.46,1,0,1,Two Year,Mailed Check,1,0
184,45,Female,9,24.01,2586.35,1,1,1,Two Year,Mailed Check,6,0
185,61,Male,53,80.96,6326.61,1,1,1,Two Year,Mailed Check,4,0
186,61,Male,61,91.73,3043.95,1,1,0,Two Year,Bank Transfer,1,1
187,37,Female,54,56.88,2929.53,3,1,0,One Year,Mailed Check,4,0
188,47,Female,37,41.54,7990.65,3,0,1,Two Year,Credit Card,8,0
189,28,Male,65,73.76,3132.07,1,0,0,Month-to-Month,Mailed Check,4,1
190,45,Female,42,103.32,2057.39,4,1,0,Two Year,Electronic Check,4,1
191,42,Female,49,52.35,5023.39,3,1,0,Two Year,Bank Transfer,1,0
192,56,Male,4,45.25,6434.85,3,1,1,Two Year,Mailed Check,8,1
193,50,Female,64,47.89,649.9,1,0,1,Two Year,Mailed Check,1,0
194,18,Male,51,114.91,4989.25,4,0,0,Two Year,Mailed Check,4,1
195,44,Male,60,55.93,382.31,4,0,0,One Year,Electronic Check,1,0
196,69,Female,31,20.36,4258.03,1,0,0,Month-to-Month,Electronic Check,1,0
197,30,Male,58,98.17,2130.23,1,0,0,One Year,Electronic Check,5,0
198,58,Male,4,89.93,2522.47,3,1,1,Month-to-Month,Mailed Check,9,1
199,20,Male,22,32.86,3790.06,3,0,0,Month-to-Month,Bank Transfer,2,1
200,56,Female,3,118.49,7424.15,2,0,1,Month-to-Month,Bank Transfer,9,1
201,23,Female,47,80.81,5714.27,2,0,0,Two Year,Electronic Check,8,1
202,25,Female,38,70.08,7501.08,1,0,1,One Year,Mailed Check,5,0
203,44,Male,33,58.22,5313.77,2,1,1,Month-to-Month,Bank Transfer,9,1
204,26,Male,48,109.87,156.15,4,1,1,Month-to-Month,Mailed Check,9,1
205,54,Female,65,44.4,2198.12,4,1,1,Two Year,Credit Card,1,0
206,50,Female,26,48.58,7255.6,4,0,1,Two Year,Electronic Check,0,0
207,68,Male,8,32.24,5183.22,3,1,1,One Year,Electronic Check,1,0
208,59,Female,50,95.91,7855.01,2,1,1,Month-to-Month,Credit Card,9,1
209,61,Female,38,79.55,1332.12,2,0,0,Month-to-Month,Mailed Check,5,1
210,41,Female,10,80.91,2444.31,1,1,1,Month-to-Month,Bank Transfer,1,1
211,32,Female,42,41.85,2962.7,3,0,0,One Year,Bank Transfer,6,1
212,49,Female,37,85.12,2679.81,3,1,0,Two Year,Credit Card,6,1
213,49,Male,26,96.55,2090.73,3,0,0,Two Year,Electronic Check,0,0
214,41,Female,12,55.79,3603.38,4,1,0,One Year,Mailed Check,5,0
215,58,Female,49,100.13,5174.16,3,1,0,Two Year,Credit Card,4,1
216,69,Male,14,54.88,2558.93,2,0,0,Month-to-Month,Credit Card,7,0
217,66,Male,46,95.81,729.63,1,1,0,Month-to-Month,Electronic Check,7,1
218,66,Male,35,23.37,5697.41,2,0,1,One Year,Bank Transfer,8,0
219,69,Male,29,75.12,3726.23,3,1,0,Two Year,Mailed Check,1,0
220,29,Female,12,116.95,4496.21,1,0,0,One Year,Mailed Check,0,0
221,56,Female,44,118.12,3697.67,4,1,0,One Year,Electronic Check,9,0
222,19,Female,66,48.18,7133.82,1,1,0,Two Year,Mailed Check,5,0
223,20,Female,2,64.14,4514.09,3,1,0,One Year,Mailed Check,1,0
224,66,Male,59,26.3,7393.89,3,0,0,Month-to-Month,Mailed Check,4,0
225,54,Male,17,107.33,4133.55,1,0,1,One Year,Mailed Check,0,0
226,66,Female,10,76.86,2411.45,3,0,0,Month-to-Month,Electronic Check,0,1
227,34,Female,18,58.51,2908.0,3,1,0,Month-to-Month,Mailed Check,4,1
228,66,Female,22,31.28,4224.82,3,0,0,One Year,Bank Transfer,5,0
229,19,Female,58,114.68,4286.92,3,0,0,Month-to-Month,Electronic Check,6,1
230,19,Male,53,73.02,5529.97,1,1,0,One Year,Mailed Check,3,0
231,45,Female,1,48.29,1873.51,1,0,1,One Year,Credit Card,3,1
232,40,Male,61,55.02,5304.86,2,0,0,Two Year,Electronic Check,4,0
233,54,Male,31,47.07,6250.85,4,0,0,One Year,Bank Transfer,5,1
234,49,Male,31,80.18,5445.08,4,1,1,Month-to-Month,Mailed Check,7,1
235,50,Male,66,113.0,3906.44,2,0,0,One Year,Mailed Check,8,0
236,18,Female,19,105.67,7934.28,1,0,1,One Year,Credit Card,6,1
237,36,Female,53,66.04,3298.02,2,0,1,Two Year,Credit Card,9,1
238,19,Female,22,102.65,942.07,3,1,1,Two Year,Electronic Check,2,1
239,61,Female,23,62.31,6589.88,3,0,0,Month-to-Month,Electronic Check,5,0
240,43,Male,15,45.23,1776.39,4,1,0,Month-to-Month,Electronic Check,8,1
241,49,Male,26,118.34,5734.96,1,0,1,Month-to-Month,Credit Card,5,0
242,23,Male,3,50.39,1513.91,4,1,1,Month-to-Month,Electronic Check,9,1
243,49,Female,20,52.37,233.33,2,0,0,Two Year,Electronic Check,7,1
244,21,Male,40,118.97,1362.41,4,0,0,One Year,Mailed Check,7,0
245,28,Male,39,33.39,3078.21,4,1,1,Two Year,Electronic Check,3,0
246,34,Male,18,96.05,942.28,3,1,1,Two Year,Electronic Check,6,0
247,55,Male,41,113.58,1661.66,4,0,0,Two Year,Credit Card,6,1
248,41,Female,70,71.18,6140.55,2,0,1,One Year,Electronic Check,6,0
249,22,Male,27,20.25,6182.08,1,0,1,One Year,Bank Transfer,7,0
250,69,Male,15,57.51,6558.16,4,0,1,Two Year,Credit Card,1,0
251,51,Female,37,31.16,6745.13,1,0,1,One Year,Mailed Check,1,0
252,23,Female,58,61.62,3421.44,2,0,1,Two Year,Electronic Check,5,0
253,39,Female,5,99.0,6953.64,4,1,0,Two Year,Mailed Check,5,1
254,28,Male,7,63.87,4254.9,1,1,0,Month-to-Month,Mailed Check,4,0
255,65,Male,41,63.19,3817.72,3,1,0,Two Year,Electronic Check,1,0
256,33,Male,10,75.68,5776.44,3,1,0,Two Year,Bank Transfer,7,1
257,50,Male,62,78.17,1789.17,2,0,1,Two Year,Bank Transfer,2,0
258,26,Female,26,105.63,6337.03,4,1,0,Month-to-Month,Mailed Check,0,0
259,23,Male,68,50.84,3492.78,2,1,1,One Year,Electronic Check,0,0
260,33,Male,24,102.17,1105.63,1,1,0,Month-to-Month,Mailed Check,6,1
261,46,Female,41,76.59,1042.56,1,1,1,One Year,Credit Card,6,0
262,20,Female,65,50.05,1402.76,2,0,1,Month-to-Month,Mailed Check,5,0
263,37,Female,17,49.51,7135.52,1,1,0,One Year,Credit Card,5,1
264,53,Male,24,56.11,7928.41,2,1,1,Month-to-Month,Electronic Check,4,0
265,36,Male,27,82.27,2920.09,2,0,1,Two Year,Bank Transfer,5,0
266,43,Male,7,43.08,2407.94,3,0,0,One Year,Mailed Check,1,0
267,20,Male,12,112.03,1828.29,1,1,0,Month-to-Month,Mailed Check,4,0
268,36,Male,3,77.49,6608.15,2,1,1,Month-to-Month,Mailed Check,1,1
269,37,Female,10,112.0,1752.74,3,1,0,Month-to-Month,Mailed Check,2,0
270,49,Female,33,24.64,7400.31,2,0,1,One Year,Mailed Check,4,0
271,24,Male,46,54.26,5372.07,1,1,0,Two Year,Electronic Check,0,0
272,69,Male,59,22.28,7187.31,3,0,1,Month-to-Month,Bank Transfer,2,0
273,58,Male,52,47.23,4476.68,1,0,0,One Year,Credit Card,9,0
274,50,Male,6,106.2,5556.37,4,1,0,One Year,Electronic Check,5,1
275,57,Male,2,23.66,4993.72,4,1,0,Two Year,Credit Card,1,1
276,56,Female,29,63.61,6666.44,4,0,1,Two Year,Electronic Check,2,0
277,35,Female,40,31.76,6703.3,4,0,0,Two Year,Electronic Check,8,0
278,57,Female,61,61.68,4759.36,3,0,0,One Year,Credit Card,7,0
279,18,Male,68,103.89,5096.81,1,0,1,One Year,Bank Transfer,2,0
280,28,Male,68,82.31,7382.82,2,0,0,Two Year,Electronic Check,6,1
281,45,Female,29,93.68,7445.95,2,0,1,Month-to-Month,Credit Card,3,1
282,42,Female,62,54.91,5347.57,2,1,0,Two Year,Bank Transfer,6,1
283,67,Male,60,114.44,161.26,1,1,0,Two Year,Mailed Check,4,0
284,40,Female,41,90.93,924.85,3,1,0,Two Year,Mailed Check,1,0
285,48,Female,65,62.18,6877.75,1,1,1,Two Year,Credit Card,5,0
286,47,Male,64,62.65,769.24,4,0,0,Month-to-Month,Electronic Check,0,0
287,59,Female,63,111.87,1786.8,2,0,1,Month-to-Month,Mailed Check,5,0
288,52,Female,48,77.64,1921.32,1,1,0,Two Year,Mailed Check,0,1
289,24,Female,20,90.64,4841.85,4,1,0,One Year,Credit Card,2,1
290,33,Male,37,61.7,4655.4,4,1,1,One Year,Credit Card,9,0
291,43,Female,64,42.37,2386.4,3,1,1,Month-to-Month,Mailed Check,6,0
292,65,Female,5,92.36,1740.13,2,1,0,Two Year,Electronic Check,1,1
293,69,Female,34,80.78,6139.8,1,0,1,One Year,Credit Card,8,0
294,66,Male,39,70.13,7490.1,4,0,1,Month-to-Month,Credit Card,2,1
295,19,Male,67,82.4,517.16,4,1,0,Month-to-Month,Electronic Check,2,0
296,18,Female,62,40.83,1152.13,2,1,1,Month-to-Month,Bank Transfer,6,0
297,65,Male,24,99.39,5173.1,1,1,1,Month-to-Month,Credit Card,0,1
298,29,Female,3,114.82,6455.09,1,1,0,Two Year,Mailed Check,4,0
299,22,Male,71,109.11,6350.39,2,1,0,Month-to-Month,Electronic Check,9,0
300,54,Male,67,52.14,5785.5,4,1,1,One Year,Mailed Check,2,0
301,49,Female,50,60.6,7110.68,3,1,1,Two Year,Electronic Check,0,0
302,26,Female,29,100.84,1817.06,2,1,1,Month-to-Month,Bank Transfer,6,1
303,58,Female,32,79.51,947.6,4,0,0,One Year,Credit Card,9,0
304,52,Male,39,74.79,4961.37,3,1,1,One Year,Bank Transfer,6,0
305,36,Female,9,112.66,6595.98,2,1,0,One Year,Credit Card,8,1
306,65,Male,14,73.6,4698.14,2,1,0,Two Year,Electronic Check,6,0
307,33,Male,68,71.49,7707.68,4,0,1,Two Year,Mailed Check,3,0
308,20,Female,64,24.2,6384.96,2,1,1,One Year,Bank Transfer,2,0
309,37,Male,20,26.94,5636.26,1,0,1,Two Year,Electronic Check,5,0
310,41,Female,28,20.74,576.03,1,1,1,Month-to-Month,Bank Transfer,5,0
311,50,Male,14,111.32,951.16,3,0,1,Month-to-Month,Electronic Check,1,0
312,41,Female,44,60.84,6300.22,2,0,0,Month-to-Month,Bank Transfer,6,0
313,69,Male,39,66.86,1666.08,1,1,1,Two Year,Electronic Check,0,0
314,28,Male,28,104.54,327.8,4,1,1,Two Year,Bank Transfer,8,0
315,66,Female,64,80.92,7295.01,4,1,0,Two Year,Bank Transfer,1,0
316,25,Male,32,80.95,7137.36,4,0,0,One Year,Electronic Check,2,0
317,53,Female,9,49.65,1826.02,1,0,0,Month-to-Month,Bank Transfer,5,1
318,55,Male,28,103.39,6263.63,2,1,0,One Year,Electronic Check,6,0
319,57,Male,17,36.58,479.04,2,0,0,One Year,Bank Transfer,0,0
320,37,Male,55,25.31,2351.96,2,1,1,Month-to-Month,Credit Card,2,0
321,52,Female,10,39.16,5026.97,3,0,0,Two Year,Credit Card,5,0
322,65,Female,6,46.77,6129.11,2,1,0,One Year,Bank Transfer,3,0
323,42,Female,48,48.23,182.15,1,1,0,One Year,Electronic Check,4,0
324,52,Female,67,87.05,2677.05,1,0,1,Two Year,Credit Card,2,1
325,42,Female,41,41.78,1793.33,2,0,0,Two Year,Bank Transfer,7,1
326,46,Male,60,87.67,7990.37,4,0,1,Month-to-Month,Bank Transfer,0,1
327,35,Male,42,29.11,5400.76,3,0,1,One Year,Electronic Check,9,0
328,63,Female,71,34.72,3304.8,3,0,1,Month-to-Month,Mailed Check,6,0
329,35,Male,28,70.88,697.66,1,1,1,One Year,Electronic Check,1,0
330,19,Male,13,112.19,4829.5,3,1,1,Month-to-Month,Mailed Check,7,0
331,52,Male,15,105.96,5169.44,4,0,0,Month-to-Month,Bank Transfer,2,0
332,33,Male,36,116.88,6549.61,2,0,1,Two Year,Mailed Check,3,1
333,58,Female,15,85.05,2379.76,3,0,1,One Year,Mailed Check,1,0
334,53,Male,56,87.58,7853.28,3,1,0,Month-to-Month,Electronic Check,4,0
335,50,Female,4,82.5,3571.78,1,1,0,Two Year,Mailed Check,8,0
336,21,Female,52,82.28,2437.96,4,1,1,Two Year,Mailed Check,3,0
337,50,Male,10,34.71,2852.75,1,1,0,Two Year,Bank Transfer,6,1
338,31,Female,45,74.37,4204.73,1,1,1,One Year,Credit Card,7,1
339,38,Male,29,58.61,7499.94,3,1,0,Month-to-Month,Electronic Check,9,0
340,65,Male,53,64.25,5907.75,1,1,1,One Year,Electronic Check,0,0
